   1.5002002954166882e+00	   1.3250973612547998e-01	
   1.4187877931760945e-01	   1.3013856826228549e+00	
  -1.1436803095644321e+00	  -1.7318505277134799e+00	
  -2.2382716943145327e+00	  -3.2423534366471712e-01	
  -1.9615541161559572e-01	  -3.6058688675317252e-02	
  -1.1794898591209282e+00	  -2.0937050321909494e+00	
  -9.0446743871241952e-01	   1.0928540208693767e+00	
   4.2785444715686427e-01	  -1.0915255163190680e+00	
  -2.6074935835577056e+00	  -1.6710255377241237e+00	
  -1.4836328527269580e+00	  -9.0239255937389384e-01	
  -5.5432608420289409e-01	  -2.8038932767212760e-01	
   1.1581512677101049e-02	  -1.7606834114962644e-01	
  -1.1080309880713335e+00	  -5.3100263105530487e-01	
   7.7065310293835532e-01	  -9.4149216029421542e-02	
   8.0016593669956870e-01	   1.0322870716228888e-01	
   1.6226012857102166e+00	  -2.9954437299351944e-01	
  -1.4908112108469558e+00	  -8.1750454114542626e-01	
   7.8816970417361998e-01	  -3.4688208435654684e-02	
   1.8658484389081547e+00	  -5.0912072678349818e-01	
  -3.4248480434155598e-01	   9.0176856347075462e-01	
   7.9130046090764306e-01	  -1.7698220023488516e+00	
   2.6873258195999844e-01	  -3.9869752272353742e-01	
   2.0919918608106722e+00	  -1.1712120453461146e+00	
  -8.4381627548328353e-01	  -7.1858564987949858e-01	
   1.0701529274992900e+00	   2.3826989320881967e-01	
  -1.0130984215895686e+00	   3.1250352601618833e-02	
   1.5749288845181972e-01	  -9.8655038036197273e-01	
  -5.3623845539129977e-01	   5.8956952615693359e-01	
  -1.6461620051669092e-02	  -2.4129923911988718e-01	
  -8.7736598723340564e-01	  -3.0013881706244810e-01	
   9.4643891234583122e-01	  -1.9257739178712150e+00	
  -5.1639032804970086e-01	   6.1422391692766154e-01	
  -1.1377872754380429e+00	  -7.1878594352294667e-01	
  -5.2378175190295928e-01	  -2.8173397883085305e-01	
   3.8173698164161651e-01	   3.6136887588621214e-01	
   5.2228463678209813e-01	   1.0488420811181525e+00	
   1.1665139057371858e+00	  -1.0261295955446348e+00	
   5.4370315351284249e-01	  -7.2087083884573811e-03	
   1.6711799102422493e+00	   2.4114530411141580e-01	
   6.8240959505356569e-01	  -2.1903403960630824e-01	
   2.6609559391015181e-01	  -1.4457401885114468e-01	
  -3.4926231281623676e-01	   2.0236608818811375e+00	
  -1.2671624469542853e+00	  -1.5217943609015538e+00	
  -1.4249708805057828e+00	   2.2898958094623212e+00	
   4.3788329165475348e-01	  -1.1380687532784366e+00	
   8.5427199768909123e-01	  -5.3841445395379173e-01	
   1.5113389887708952e+00	  -4.2791551688564511e-01	
   1.2909667404225584e+00	   2.0873475374668415e+00	
   1.1618369250537117e+00	  -5.5335071752160903e-01	
  -6.7409887880215924e-01	  -5.5846032760936570e-01	
   7.5189304905125806e-02	   1.1800173801144600e+00	
   4.2928173714044382e-01	   1.4750999466935848e+00	
  -8.1494397279821562e-01	  -5.1370933599368851e-01	
   3.0463468114300085e-01	   4.0336103741125673e-01	
  -2.0263316360756567e-01	  -9.3391795953309975e-01	
  -9.3145147987367038e-01	  -1.4858500125345170e-01	
   5.1753830885894936e-01	  -1.5822563524479543e+00	
  -2.1169918923111311e-01	  -6.6427431650968694e-01	
   4.3853065765367338e-01	   9.1939086465658393e-01	
   5.6635794596998190e-01	   1.1715850633561515e+00	
  -5.1888260131273478e-01	   5.8059623612596345e-01	
   1.2811508467580570e+00	   1.5133426194526876e+00	
   2.5517656193454852e-01	   7.3142909309014648e-01	
  -2.2111596087920629e-01	   1.3580145911108008e-01	
  -2.5520567874765759e-01	   1.2492911585174342e-02	
  -1.1843438891800442e+00	   4.6089681614954497e-01	
   1.7998021694513286e+00	  -8.4340580521170661e-01	
  -6.0838885027985590e-01	  -1.0658569269792937e+00	
   4.9613904312132133e-02	   2.0570926923791691e-01	
   1.2486757603912788e+00	  -9.4791646057714352e-01	
   2.0557390806547388e-01	   1.2545792849328525e+00	
  -1.5208059170494219e+00	   1.0221387457303757e+00	
  -1.1875931144706262e+00	  -6.2143773648400225e-01	
  -9.6987661464446040e-01	  -2.3853383763764199e-01	
  -3.7866168499664454e-01	   4.7383261394006371e-01	
  -8.8639545674486264e-01	   1.8293798174016131e-02	
   2.6122269142564836e-01	  -3.9883320753790319e-01	
  -9.2621713675134176e-01	  -9.8072527483352123e-01	
   1.3314397792240646e+00	  -1.0646555869750858e+00	
  -2.4942574473947118e-01	  -1.0476850379903486e+00	
   8.2847118372184969e-01	   4.1496749394718196e-01	
   1.2810443115684600e+00	   7.2930688355229853e-02	
   3.9458551769605799e-01	   1.0820218714536121e+00	
   3.6497368141101616e-01	  -1.9435591710821154e+00	
  -6.6846178880240958e-01	   1.0612916618996691e+00	
  -5.3386687560053248e-01	  -2.8272157617355975e-01	
   3.5235435429059420e-01	  -2.0621401722004244e+00	
